dropoffTaxiZone,pickupTaxiZone,vendorID,pickupTime,dropoffTime,passengerCount,tripDistance,paymentType,fareAmount,extraFees,mtaTax,tipAmount,tollAmount,improvementSurcharge,totalAmount,congestionSurcharge,tipPercentage,pickupTimeChunk,dropoffTimeChunk,percentagePopulationAbove65_Pickup,percentagePopulationInPoverty_Pickup,percentageHispanic_Pickup,percentageWhite_Pickup,percentageAfricanAmerican_Pickup,percentageAsian_Pickup,percentageOther_Pickup,percentagePopulationAbove65_Dropoff,percentagePopulationInPoverty_Dropoff,percentageHispanic_Dropoff,percentageWhite_Dropoff,percentageAfricanAmerican_Dropoff,percentageAsian_Dropoff,percentageOther_Dropoff,tipQuality
114,232,2,5/23/2021 11:25,5/23/2021 11:34,1,0.99,1,7.5,0,0.5,0.7,0,0.3,11.5,2.5,0.064814815,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,19.7,34,39.4,23.3,11.4,23.6,2.4,16.4,8.4,6,80,2.1,8.5,3.4,0
100,246,2,5/23/2021 9:52,5/23/2021 9:56,1,1.18,1,5.5,0,0.5,2.2,0,0.3,11,2.5,0.25,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
246,113,2,5/23/2021 10:12,5/23/2021 10:20,1,1.66,1,8,0,0.5,1.13,0,0.3,12.43,2.5,0.1,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,16.4,8.4,6,80,2.1,8.5,3.4,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
141,125,2,5/23/2021 9:27,5/23/2021 9:39,1,4.22,1,14,0,0.5,2,0,0.3,19.3,2.5,0.115606936,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,17.5,5.8,10.7,70,3.2,13.5,2.6,0
238,41,2,5/23/2021 11:00,5/23/2021 11:11,1,2.07,1,10,0,0.5,3.32,0,0.3,16.62,2.5,0.24962406,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,10.1,36.2,20.5,21,49.6,5.7,3.2,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
142,249,1,5/23/2021 11:59,5/23/2021 12:10,1,2.7,1,10.5,2.5,0.5,3.45,0,0.3,17.25,2.5,0.25,8:00 AM - 11:59 AM,12:00 PM - 3:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,21.1,8.4,10.4,69.4,4.2,13,3,1
249,231,2,5/23/2021 10:10,5/23/2021 10:15,1,0.92,1,5,0,0.5,0.83,0,0.3,9.13,2.5,0.1,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,16.4,8.4,6,80,2.1,8.5,3.4,0
246,90,2,5/23/2021 10:24,5/23/2021 10:29,1,0.67,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
125,100,1,5/23/2021 11:44,5/23/2021 11:56,2,2.1,1,9.5,2.5,0.5,1,0,0.3,13.8,2.5,0.078125,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
229,140,2,5/23/2021 11:26,5/23/2021 11:30,1,1.13,1,6,0,0.5,2.32,0,0.3,11.62,2.5,0.249462366,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,17.5,5.8,10.7,70,3.2,13.5,2.6,25,5.2,4.9,75.1,1.4,16.2,2.5,1
236,237,2,5/23/2021 9:50,5/23/2021 9:54,1,1.2,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
170,79,2,5/23/2021 10:35,5/23/2021 10:43,2,2.14,1,8.5,0,0.5,1.77,0,0.3,13.57,2.5,0.15,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,10.7,17.4,12.4,64.9,6.7,13.7,2.3,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
170,170,2,5/23/2021 8:41,5/23/2021 8:45,1,0.57,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,15.5,13.6,9.2,62.5,4.6,19.8,3.9,1
87,114,1,5/23/2021 11:47,5/23/2021 11:58,1,2.2,1,9.5,2.5,0.5,1,0,0.3,13.8,2.5,0.078125,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,16.4,8.4,6,80,2.1,8.5,3.4,7,17,7.4,66.5,2.4,19.9,3.9,0
239,230,2,5/23/2021 10:29,5/23/2021 10:36,1,1.61,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
211,231,1,5/23/2021 11:18,5/23/2021 11:20,1,0.3,1,3.5,2.5,0.5,1.35,0,0.3,8.15,2.5,0.198529412,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
233,141,1,5/23/2021 10:18,5/23/2021 10:21,2,1.1,1,5,2.5,0.5,1.5,0,0.3,9.8,2.5,0.180722892,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,17.5,5.8,10.7,70,3.2,13.5,2.6,25,5.2,4.9,75.1,1.4,16.2,2.5,0
140,143,2,5/23/2021 8:19,5/23/2021 8:29,1,2.32,1,10,0,0.5,1.3,0,0.3,14.6,2.5,0.097744361,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,21.1,8.4,10.4,69.4,4.2,13,3,17.5,5.8,10.7,70,3.2,13.5,2.6,0
113,100,2,5/23/2021 8:49,5/23/2021 8:57,1,2.13,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,16.4,8.4,6,80,2.1,8.5,3.4,0
142,238,1,5/23/2021 9:46,5/23/2021 9:52,1,1.1,1,6.5,2.5,0.5,1.95,0,0.3,11.75,2.5,0.198979592,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,21.1,8.4,10.4,69.4,4.2,13,3,0
13,48,2,5/23/2021 11:41,5/23/2021 11:59,1,4.46,1,16.5,0,0.5,4.2,0,0.3,24,2.5,0.212121212,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,13.3,22,21.1,52.8,5.5,17.5,3.2,7,17,7.4,66.5,2.4,19.9,3.9,1
239,50,2,5/23/2021 9:57,5/23/2021 10:04,4,1.94,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,13.3,22,21.1,52.8,5.5,17.5,3.2,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
75,141,2,5/23/2021 11:51,5/23/2021 11:54,6,0.95,1,5,0,0.5,1.66,0,0.3,9.96,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,17.5,5.8,10.7,70,3.2,13.5,2.6,14.1,28.4,44,19.7,23.4,11.1,1.8,0
66,186,2,5/23/2021 8:49,5/23/2021 9:09,2,4.99,1,18.5,0,0.5,5.45,0,0.3,27.25,2.5,0.25,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,8.8,23.3,19.1,44.5,20.3,11.8,4.4,1
162,229,2,5/23/2021 10:39,5/23/2021 10:44,2,0.95,1,5.5,0,0.5,1,0,0.3,9.8,2.5,0.113636364,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,25,5.2,4.9,75.1,1.4,16.2,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,0
237,186,1,5/23/2021 9:47,5/23/2021 9:56,1,2.7,1,10,2.5,0.5,2.65,0,0.3,15.95,2.5,0.19924812,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
262,75,2,5/23/2021 10:23,5/23/2021 10:29,1,0.75,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,14.1,28.4,44,19.7,23.4,11.1,1.8,17.3,8.7,10.7,75,2.5,9.4,2.4,0
68,48,1,5/23/2021 9:05,5/23/2021 9:07,2,0.3,1,3.5,2.5,0.5,1,0,0.3,7.8,2.5,0.147058824,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,13.3,22,21.1,52.8,5.5,17.5,3.2,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
225,186,2,5/23/2021 10:03,5/23/2021 10:31,1,7.4,1,26.5,0,0.5,0,0,0.3,29.8,2.5,0,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,11.9,20.9,17.2,12.7,64,3.3,2.8,0
90,152,2,5/23/2021 9:45,5/23/2021 10:02,1,6.79,1,21.5,0,0.5,2,0,0.3,26.8,2.5,0.080645161,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,11.5,35.2,52.5,11.1,29.2,5.4,1.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
239,236,1,5/23/2021 9:46,5/23/2021 9:51,3,1.1,1,6,2.5,0.5,0.93,0,0.3,10.23,2.5,0.1,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
246,234,1,5/23/2021 9:25,5/23/2021 9:30,1,1,1,6,2.5,0.5,2.75,0,0.3,12.05,2.5,0.295698925,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
140,229,2,5/23/2021 9:47,5/23/2021 9:50,1,1.34,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,25,5.2,4.9,75.1,1.4,16.2,2.5,17.5,5.8,10.7,70,3.2,13.5,2.6,0
249,50,1,5/23/2021 10:18,5/23/2021 10:26,2,2.5,1,9.5,2.5,0.5,1.28,0,0.3,14.08,2.5,0.1,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,13.3,22,21.1,52.8,5.5,17.5,3.2,16.4,8.4,6,80,2.1,8.5,3.4,0
263,48,2,5/23/2021 11:23,5/23/2021 11:38,1,3.46,1,13.5,0,0.5,3.36,0,0.3,20.16,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,13.3,22,21.1,52.8,5.5,17.5,3.2,17.3,8.7,10.7,75,2.5,9.4,2.4,0
100,141,1,5/23/2021 10:36,5/23/2021 10:47,2,2.4,1,10.5,2.5,0.5,2.75,0,0.3,16.55,2.5,0.199275362,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,17.5,5.8,10.7,70,3.2,13.5,2.6,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
170,233,1,5/23/2021 10:41,5/23/2021 10:44,1,0.5,1,4.5,2.5,0.5,7,0,0.3,14.8,2.5,0.897435897,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,25,5.2,4.9,75.1,1.4,16.2,2.5,15.5,13.6,9.2,62.5,4.6,19.8,3.9,1
236,236,2,5/23/2021 10:34,5/23/2021 10:37,1,0.58,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
107,209,2,5/23/2021 8:45,5/23/2021 8:56,4,3.93,1,14,0,0.5,3.46,0,0.3,20.76,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,7,17,7.4,66.5,2.4,19.9,3.9,12.2,6.7,7.7,70.6,3.9,15.4,2.5,0
186,231,2,5/23/2021 11:22,5/23/2021 11:29,1,2.42,1,9,0,0.5,2.46,0,0.3,14.76,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
163,141,2,5/23/2021 11:53,5/23/2021 11:58,1,0.7,1,5.5,0,0.5,1,0,0.3,9.8,2.5,0.113636364,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,17.5,5.8,10.7,70,3.2,13.5,2.6,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
239,236,2,5/23/2021 10:45,5/23/2021 10:53,1,1.44,1,7.5,0,0.5,1.62,0,0.3,12.42,2.5,0.15,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
48,162,1,5/23/2021 9:04,5/23/2021 9:13,1,1.3,1,8,2.5,0.5,2.25,0,0.3,13.55,2.5,0.199115044,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,25,5.2,4.9,75.1,1.4,16.2,2.5,13.3,22,21.1,52.8,5.5,17.5,3.2,0
100,162,2,5/23/2021 10:16,5/23/2021 10:21,1,1.03,1,6,0,0.5,1.86,0,0.3,11.16,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,25,5.2,4.9,75.1,1.4,16.2,2.5,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
186,107,2,5/23/2021 10:36,5/23/2021 10:44,2,1.41,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,12.2,6.7,7.7,70.6,3.9,15.4,2.5,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
143,163,2,5/23/2021 9:59,5/23/2021 10:05,1,1.18,1,6,0,0.5,1.86,0,0.3,11.16,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,21.1,8.4,10.4,69.4,4.2,13,3,0
162,143,2,5/23/2021 9:48,5/23/2021 10:01,2,2.56,1,11.5,0,0.5,2.96,0,0.3,17.76,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,21.1,8.4,10.4,69.4,4.2,13,3,25,5.2,4.9,75.1,1.4,16.2,2.5,0
158,151,2,5/23/2021 10:33,5/23/2021 10:47,1,5.25,1,17.5,0,0.5,6.24,0,0.3,27.04,2.5,0.3,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,16.4,8.4,6,80,2.1,8.5,3.4,1
246,141,2,5/23/2021 10:50,5/23/2021 11:03,1,2.63,1,11.5,0,0.5,2.96,0,0.3,17.76,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,17.5,5.8,10.7,70,3.2,13.5,2.6,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
151,249,2,5/23/2021 10:33,5/23/2021 10:59,1,5.06,1,20,0,0.5,4,0,0.3,27.3,2.5,0.17167382,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,16.4,8.4,6,80,2.1,8.5,3.4,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
166,75,2,5/23/2021 8:06,5/23/2021 8:18,1,2.76,1,11.5,0,0.5,3.08,0,0.3,15.38,0,0.250406504,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,14.1,28.4,44,19.7,23.4,11.1,1.8,14.7,17,23.2,44.4,13.8,15.5,3.1,1
79,114,2,5/23/2021 11:07,5/23/2021 11:14,1,0.92,1,6.5,0,0.5,2,0,0.3,11.8,2.5,0.204081633,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,16.4,8.4,6,80,2.1,8.5,3.4,10.7,17.4,12.4,64.9,6.7,13.7,2.3,1
163,164,2,5/23/2021 8:52,5/23/2021 8:56,6,1.32,1,6,0,0.5,1.4,0,0.3,10.7,2.5,0.150537634,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
90,68,2,5/23/2021 11:32,5/23/2021 11:35,1,0.65,1,4.5,0,0.5,1.95,0,0.3,9.75,2.5,0.25,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
189,140,2,5/23/2021 11:57,5/23/2021 12:23,2,8.68,1,28.5,0,0.5,1.1,0,0.3,32.9,2.5,0.034591195,8:00 AM - 11:59 AM,12:00 PM - 3:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,11.7,12.9,10.1,50.8,24.6,7.9,6.6,0
238,238,2,5/23/2021 9:58,5/23/2021 10:02,2,0.44,1,4.5,0,0.5,1,0,0.3,8.8,2.5,0.128205128,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
137,141,2,5/23/2021 11:44,5/23/2021 11:51,1,1.84,1,8,0,0.5,1.7,0,0.3,13,2.5,0.150442478,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,17.5,5.8,10.7,70,3.2,13.5,2.6,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
137,68,2,5/23/2021 15:50,5/23/2021 16:04,6,1.7,1,10.5,0,0.5,0.01,0,0.3,13.81,2.5,0.000724638,12:00 PM - 3:59 PM,4:00 PM - 7:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
237,263,2,5/23/2021 13:40,5/23/2021 13:46,4,1.29,1,6.5,0,0.5,2.94,0,0.3,12.74,2.5,0.3,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
143,186,2,5/23/2021 15:53,5/23/2021 16:05,4,2.32,1,11,0,0.5,2.14,0,0.3,16.44,2.5,0.14965035,12:00 PM - 3:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,21.1,8.4,10.4,69.4,4.2,13,3,0
107,114,2,5/23/2021 14:25,5/23/2021 14:30,1,1.25,1,6.5,0,0.5,2.45,0,0.3,12.25,2.5,0.25,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,12.2,6.7,7.7,70.6,3.9,15.4,2.5,1
262,263,2,5/23/2021 14:53,5/23/2021 14:55,1,0.61,1,4,0,0.5,1.46,0,0.3,8.76,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,17.3,8.7,10.7,75,2.5,9.4,2.4,1
68,234,1,5/23/2021 13:14,5/23/2021 13:19,1,0.8,1,5.5,2.5,0.5,1.75,0,0.3,10.55,2.5,0.198863636,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
236,236,2,5/23/2021 13:29,5/23/2021 13:34,1,0.81,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
161,237,2,5/23/2021 13:08,5/23/2021 13:13,6,0.71,1,5,0,0.5,1.66,0,0.3,9.96,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
262,262,2,5/23/2021 15:50,5/23/2021 15:52,1,0.45,1,4,0,0.5,1,0,0.3,8.3,2.5,0.136986301,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,17.3,8.7,10.7,75,2.5,9.4,2.4,0
113,209,1,5/23/2021 13:23,5/23/2021 13:40,1,3.8,1,15.5,2.5,0.5,4.7,0,0.3,23.5,2.5,0.25,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,7,17,7.4,66.5,2.4,19.9,3.9,16.4,8.4,6,80,2.1,8.5,3.4,1
236,237,2,5/23/2021 12:34,5/23/2021 12:38,3,0.99,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
249,113,2,5/23/2021 12:24,5/23/2021 12:29,1,0.61,1,5,0,0.5,1.66,0,0.3,9.96,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,16.4,8.4,6,80,2.1,8.5,3.4,0
7,237,2,5/23/2021 14:28,5/23/2021 14:40,1,3.16,1,12.5,0,0.5,2,0,0.3,17.8,2.5,0.126582278,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,13,16.7,26.4,50.3,3.6,16.7,3,0
50,142,2,5/23/2021 15:10,5/23/2021 15:15,1,0.76,1,5.5,0,0.5,2.2,0,0.3,11,2.5,0.25,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,13.3,22,21.1,52.8,5.5,17.5,3.2,1
79,141,1,5/23/2021 13:09,5/23/2021 13:24,1,3.1,1,13,2.5,0.5,1.5,0,0.3,17.8,2.5,0.09202454,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,10.7,17.4,12.4,64.9,6.7,13.7,2.3,0
74,74,1,5/23/2021 15:47,5/23/2021 15:55,2,1,1,7,0,0.5,1.95,0,0.3,9.75,0,0.25,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,12,39.5,47.7,7.8,37.5,4.5,2.4,12,39.5,47.7,7.8,37.5,4.5,2.4,1
238,142,2,5/23/2021 13:46,5/23/2021 13:57,2,2.02,1,10,0,0.5,2.66,0,0.3,15.96,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
211,162,2,5/23/2021 13:20,5/23/2021 13:36,2,3.42,1,13.5,0,0.5,3.36,0,0.3,20.16,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
239,142,2,5/23/2021 15:16,5/23/2021 15:21,3,1.06,1,6,0,0.5,1.86,0,0.3,11.16,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
164,163,2,5/23/2021 12:18,5/23/2021 12:24,6,1.61,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
186,233,1,5/23/2021 12:17,5/23/2021 12:28,1,1.6,1,9,2.5,0.5,2,0,0.3,14.3,2.5,0.162601626,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
79,237,1,5/23/2021 14:10,5/23/2021 14:26,1,3.3,1,13,2.5,0.5,3.25,0,0.3,19.55,2.5,0.199386503,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,10.7,17.4,12.4,64.9,6.7,13.7,2.3,0
142,48,2,5/23/2021 14:07,5/23/2021 14:16,1,1.38,1,8,0,0.5,2,0,0.3,13.3,2.5,0.17699115,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,13.3,22,21.1,52.8,5.5,17.5,3.2,21.1,8.4,10.4,69.4,4.2,13,3,0
230,263,1,5/23/2021 14:37,5/23/2021 14:54,1,2.8,1,13.5,2.5,0.5,3.35,0,0.3,20.15,2.5,0.199404762,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
262,229,2,5/23/2021 14:29,5/23/2021 14:36,1,1.76,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,17.3,8.7,10.7,75,2.5,9.4,2.4,1
262,263,2,5/23/2021 13:33,5/23/2021 13:39,4,0.6,1,5.5,0,0.5,2.2,0,0.3,11,2.5,0.25,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,17.3,8.7,10.7,75,2.5,9.4,2.4,1
236,162,2,5/23/2021 14:10,5/23/2021 14:21,4,1.97,1,10.5,0,0.5,2.76,0,0.3,16.56,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
162,161,1,5/23/2021 15:16,5/23/2021 15:21,1,0.6,1,5,2.5,0.5,1.65,0,0.3,9.95,2.5,0.198795181,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,25,5.2,4.9,75.1,1.4,16.2,2.5,0
238,239,2,5/23/2021 15:18,5/23/2021 15:25,1,1.02,1,7,0,0.5,2.06,0,0.3,12.36,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
237,75,1,5/23/2021 14:17,5/23/2021 14:23,1,1.4,1,6.5,2.5,0.5,1,0,0.3,10.8,2.5,0.102040816,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,14.1,28.4,44,19.7,23.4,11.1,1.8,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
107,79,2,5/23/2021 15:31,5/23/2021 15:41,1,1.45,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,10.7,17.4,12.4,64.9,6.7,13.7,2.3,12.2,6.7,7.7,70.6,3.9,15.4,2.5,0
