dropoffTaxiZone,pickupTaxiZone,vendorID,pickupTime,dropoffTime,passengerCount,tripDistance,paymentType,fareAmount,extraFees,mtaTax,tipAmount,tollAmount,improvementSurcharge,totalAmount,congestionSurcharge,tipPercentage,pickupTimeChunk,dropoffTimeChunk,percentagePopulationAbove65_Pickup,percentagePopulationInPoverty_Pickup,percentageHispanic_Pickup,percentageWhite_Pickup,percentageAfricanAmerican_Pickup,percentageAsian_Pickup,percentageOther_Pickup,percentagePopulationAbove65_Dropoff,percentagePopulationInPoverty_Dropoff,percentageHispanic_Dropoff,percentageWhite_Dropoff,percentageAfricanAmerican_Dropoff,percentageAsian_Dropoff,percentageOther_Dropoff,tipQuality
166,239,2,3/12/2021 18:03,3/12/2021 18:13,1,1.96,1,8.5,1,0.5,3.84,0,0.3,16.64,2.5,0.3,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,14.7,17,23.2,44.4,13.8,15.5,3.1,1
237,234,1,3/12/2021 16:28,3/12/2021 16:37,1,1.6,1,8,3.5,0.5,1.5,0,0.3,13.8,2.5,0.12195122,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
239,151,1,3/12/2021 19:00,3/12/2021 19:05,1,1.1,1,6,3.5,0.5,2.05,0,0.3,12.35,2.5,0.199029126,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
170,236,2,3/12/2021 18:18,3/12/2021 18:30,1,2.83,1,11,1,0.5,3.06,0,0.3,18.36,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,15.5,13.6,9.2,62.5,4.6,19.8,3.9,1
231,231,1,3/12/2021 17:28,3/12/2021 17:33,1,0.4,1,4.5,3.5,0.5,2.2,0,0.3,11,2.5,0.25,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,13.3,14.4,6.3,66.2,2.2,21.5,3.8,1
238,90,1,3/12/2021 17:44,3/12/2021 18:07,2,4.7,1,19,3.5,0.5,4.65,0,0.3,27.95,2.5,0.199570815,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
50,158,2,3/12/2021 18:27,3/12/2021 18:37,1,2.38,1,10,1,0.5,2.86,0,0.3,17.16,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,13.3,22,21.1,52.8,5.5,17.5,3.2,0
140,236,2,3/12/2021 16:30,3/12/2021 16:48,1,2.17,1,13.5,1,0.5,2,0,0.3,19.8,2.5,0.112359551,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,17.5,5.8,10.7,70,3.2,13.5,2.6,0
148,231,1,3/12/2021 16:03,3/12/2021 16:17,1,1.5,1,10.5,3.5,0.5,4.4,0,0.3,19.2,2.5,0.297297297,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,21.9,38.8,15.2,18.3,5.3,57.7,3.4,1
75,50,2,3/12/2021 19:59,3/12/2021 20:13,1,4.02,1,13.5,0.5,0.5,2,0,0.3,19.3,2.5,0.115606936,4:00 PM - 7:59 PM,8:00 PM - 11:59 PM,13.3,22,21.1,52.8,5.5,17.5,3.2,14.1,28.4,44,19.7,23.4,11.1,1.8,0
233,107,1,3/12/2021 19:30,3/12/2021 19:36,1,1.3,1,7,3.5,0.5,2.25,0,0.3,13.55,2.5,0.199115044,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,12.2,6.7,7.7,70.6,3.9,15.4,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,0
107,211,2,3/12/2021 18:15,3/12/2021 18:27,1,1.91,1,9.5,1,0.5,2,0,0.3,15.8,2.5,0.144927536,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,12.2,6.7,7.7,70.6,3.9,15.4,2.5,0
33,261,1,3/12/2021 18:05,3/12/2021 18:20,1,2.4,1,11,3.5,0.5,3.8,0,0.3,19.1,2.5,0.248366013,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,7,17,7.4,66.5,2.4,19.9,3.9,14.5,10.6,7.3,72.6,5.8,9.3,5.1,1
234,186,2,3/12/2021 20:05,3/12/2021 20:08,1,0.7,1,4.5,0.5,0.5,0,0,0.3,8.3,2.5,0,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
229,107,2,3/12/2021 21:04,3/12/2021 21:13,2,2.21,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,12.2,6.7,7.7,70.6,3.9,15.4,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,1
142,186,2,3/12/2021 23:12,3/12/2021 23:24,2,2.34,1,11,0.5,0.5,2.5,0,0.3,17.3,2.5,0.168918919,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,21.1,8.4,10.4,69.4,4.2,13,3,0
90,249,1,3/12/2021 22:26,3/12/2021 22:31,3,1.2,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5,0.198924731,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
170,79,2,3/12/2021 21:53,3/12/2021 22:01,1,1.53,1,8,0.5,0.5,1,0,0.3,12.8,2.5,0.084745763,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,10.7,17.4,12.4,64.9,6.7,13.7,2.3,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
236,107,2,3/12/2021 21:45,3/12/2021 21:59,1,2.95,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,12.2,6.7,7.7,70.6,3.9,15.4,2.5,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
137,231,1,3/12/2021 23:34,3/12/2021 23:49,2,3.6,1,13.5,3,0.5,3.11,0,0.3,20.41,2.5,0.179768786,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
148,211,2,3/12/2021 20:23,3/12/2021 20:29,2,0.79,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,21.9,38.8,15.2,18.3,5.3,57.7,3.4,0
75,236,1,3/12/2021 21:52,3/12/2021 21:54,1,0.7,1,4,3,0.5,2.3,0,0.3,10.1,2.5,0.294871795,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.1,28.4,44,19.7,23.4,11.1,1.8,1
75,90,1,3/12/2021 23:26,3/12/2021 23:41,2,4.7,1,15.5,3,0.5,2,0,0.3,21.3,2.5,0.103626943,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,14.1,28.4,44,19.7,23.4,11.1,1.8,0
229,163,2,3/12/2021 21:53,3/12/2021 21:59,3,0.84,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,25,5.2,4.9,75.1,1.4,16.2,2.5,0
233,125,2,3/12/2021 23:04,3/12/2021 23:19,1,3.03,1,12.5,0.5,0.5,1,0,0.3,17.3,2.5,0.061349693,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,25,5.2,4.9,75.1,1.4,16.2,2.5,0
148,107,1,3/12/2021 21:47,3/12/2021 22:03,1,1.9,1,11.5,3,0.5,1,0,0.3,16.3,2.5,0.065359477,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,12.2,6.7,7.7,70.6,3.9,15.4,2.5,21.9,38.8,15.2,18.3,5.3,57.7,3.4,0
141,137,2,3/12/2021 22:27,3/12/2021 22:34,1,2,1,8,0.5,0.5,2.95,0,0.3,14.75,2.5,0.25,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,17.5,5.8,10.7,70,3.2,13.5,2.6,1
61,249,2,3/12/2021 23:00,3/12/2021 23:28,1,6.46,1,23.5,0.5,0.5,5.46,0,0.3,32.76,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,11.2,27.4,12.4,16.8,64.8,3,3,1
143,234,1,3/12/2021 21:43,3/12/2021 21:54,1,2.5,1,11,3,0.5,2.95,0,0.3,17.75,2.5,0.199324324,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,21.1,8.4,10.4,69.4,4.2,13,3,0
13,237,2,3/12/2021 22:52,3/12/2021 23:10,1,8.28,1,25,0.5,0.5,7.2,0,0.3,36,2.5,0.25,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,7,17,7.4,66.5,2.4,19.9,3.9,1
68,113,1,3/12/2021 22:20,3/12/2021 22:25,3,1.1,1,6,3,0.5,1.95,0,0.3,11.75,2.5,0.198979592,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
88,236,2,3/12/2021 21:15,3/12/2021 21:31,1,7.31,1,22,0.5,0.5,2.58,0,0.3,28.38,2.5,0.1,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,7,17,7.4,66.5,2.4,19.9,3.9,0
79,113,2,3/12/2021 23:13,3/12/2021 23:16,2,0.47,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,10.7,17.4,12.4,64.9,6.7,13.7,2.3,0
236,263,2,3/12/2021 22:13,3/12/2021 22:16,1,0.71,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
107,237,1,3/12/2021 20:52,3/12/2021 20:58,1,1.9,1,7.5,3,0.5,2.03,0,0.3,13.33,2.5,0.179646018,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,12.2,6.7,7.7,70.6,3.9,15.4,2.5,0
255,114,2,3/12/2021 22:25,3/12/2021 22:44,1,3.51,1,16,0.5,0.5,2.97,0,0.3,22.77,2.5,0.15,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,7.4,32.5,32.5,54.3,3,7,3.2,0
233,161,2,3/12/2021 20:46,3/12/2021 20:51,1,0.74,1,5.5,0.5,0.5,2.79,0,0.3,12.09,2.5,0.3,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,25,5.2,4.9,75.1,1.4,16.2,2.5,1
116,142,1,3/12/2021 21:25,3/12/2021 21:44,1,3.9,1,15.5,3,0.5,3.85,0,0.3,23.15,2.5,0.199481865,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,10.6,26.1,48.3,18.2,25.8,3.4,4.2,0
238,151,2,3/12/2021 20:05,3/12/2021 20:09,1,0.89,1,5,1,0.5,1.86,0,0.3,11.16,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
236,263,2,3/12/2021 21:28,3/12/2021 21:33,1,0.83,1,5.5,0.5,0.5,2.33,0,0.3,11.63,2.5,0.250537634,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
249,107,1,3/12/2021 22:44,3/12/2021 22:53,2,1.4,1,8,3,0.5,2.35,0,0.3,14.15,2.5,0.199152542,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,12.2,6.7,7.7,70.6,3.9,15.4,2.5,16.4,8.4,6,80,2.1,8.5,3.4,0
90,125,2,3/12/2021 23:01,3/12/2021 23:08,1,1.45,1,7,0.5,0.5,2.7,0,0.3,13.5,2.5,0.25,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
164,233,2,3/12/2021 21:07,3/12/2021 21:13,1,1.28,1,6.5,0.5,0.5,2,0,0.3,12.3,2.5,0.194174757,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
229,238,2,3/12/2021 21:13,3/12/2021 21:31,3,3.47,1,14.5,0.5,0.5,2.74,0,0.3,21.04,2.5,0.149726776,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,25,5.2,4.9,75.1,1.4,16.2,2.5,0
263,236,2,3/12/2021 20:37,3/12/2021 20:42,2,1.04,1,6,0.5,0.5,1.5,0,0.3,11.3,2.5,0.153061224,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,17.3,8.7,10.7,75,2.5,9.4,2.4,0
151,239,2,3/12/2021 21:51,3/12/2021 21:57,1,1.98,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
148,211,1,3/12/2021 20:38,3/12/2021 20:44,1,0.7,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5,0.198924731,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,21.9,38.8,15.2,18.3,5.3,57.7,3.4,0
75,125,1,3/12/2021 23:19,3/12/2021 23:36,2,6.3,1,19,3,0.5,4.2,0,0.3,27,2.5,0.184210526,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,14.1,28.4,44,19.7,23.4,11.1,1.8,0
234,113,1,3/12/2021 21:58,3/12/2021 22:02,2,1,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5,0.198924731,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
163,236,1,3/12/2021 21:07,3/12/2021 21:17,1,2.1,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5,0.19924812,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
179,146,2,3/12/2021 23:45,3/12/2021 23:54,1,2.17,1,9.5,0.5,0.5,3.24,0,0.3,14.04,0,0.3,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,11.4,36.2,34.5,15.5,25,21,4,12.6,19.1,32.5,39.4,9.8,15.6,2.7,1
107,229,2,3/12/2021 20:41,3/12/2021 20:47,1,1.93,1,7.5,0.5,0.5,0,0,0.3,11.3,2.5,0,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,12.2,6.7,7.7,70.6,3.9,15.4,2.5,0
262,170,1,3/12/2021 22:44,3/12/2021 22:56,1,2.8,1,11,3,0.5,3.7,0,0.3,18.5,2.5,0.25,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,17.3,8.7,10.7,75,2.5,9.4,2.4,1
87,125,2,3/12/2021 20:07,3/12/2021 20:20,2,1.91,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,7,17,7.4,66.5,2.4,19.9,3.9,1
125,249,2,3/12/2021 23:21,3/12/2021 23:26,1,0.88,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
263,237,2,3/12/2021 20:34,3/12/2021 20:36,1,0.67,1,4,0.5,0.5,0.78,0,0.3,8.58,2.5,0.1,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,17.3,8.7,10.7,75,2.5,9.4,2.4,0
7,186,2,3/12/2021 21:43,3/12/2021 22:05,1,5.07,1,18,0.5,0.5,5.45,0,0.3,27.25,2.5,0.25,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,13,16.7,26.4,50.3,3.6,16.7,3,1
236,262,2,3/12/2021 23:55,3/12/2021 23:59,1,0.63,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
66,233,2,3/12/2021 21:02,3/12/2021 21:16,1,6.57,1,19.5,0.5,0.5,2,0,0.3,25.3,2.5,0.08583691,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,8.8,23.3,19.1,44.5,20.3,11.8,4.4,0
48,68,1,3/12/2021 21:23,3/12/2021 21:31,1,2.1,1,8.5,3,0.5,1.2,0,0.3,13.5,2.5,0.097560976,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.3,22,21.1,52.8,5.5,17.5,3.2,0
142,239,2,3/12/2021 20:33,3/12/2021 20:39,1,0.79,1,6,0.5,0.5,0.75,0,0.3,10.55,2.5,0.076530612,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,21.1,8.4,10.4,69.4,4.2,13,3,0
230,211,1,3/12/2021 20:59,3/12/2021 21:13,1,3.1,1,12.5,3,0.5,3.25,0,0.3,19.55,2.5,0.199386503,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
238,151,2,3/12/2021 22:38,3/12/2021 22:43,1,0.95,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
48,163,2,3/12/2021 21:01,3/12/2021 21:05,1,0.62,1,5,0.5,0.5,0,0,0.3,8.8,2.5,0,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.3,22,21.1,52.8,5.5,17.5,3.2,0
164,79,2,3/12/2021 22:44,3/12/2021 22:53,2,1.88,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,10.7,17.4,12.4,64.9,6.7,13.7,2.3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
75,263,1,3/12/2021 21:23,3/12/2021 21:27,1,1,1,5.5,3,0.5,3,0,0.3,12.3,2.5,0.322580645,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,14.1,28.4,44,19.7,23.4,11.1,1.8,1
236,162,1,3/12/2021 21:32,3/12/2021 21:39,1,1.4,1,8,3,0.5,2.35,0,0.3,14.15,2.5,0.199152542,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
237,162,1,3/12/2021 21:58,3/12/2021 22:05,1,1.4,1,7,3,0.5,2.7,0,0.3,13.5,2.5,0.25,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
107,141,2,3/12/2021 20:37,3/12/2021 20:49,1,2.69,1,10.5,0.5,0.5,2.14,0,0.3,16.44,2.5,0.14965035,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,12.2,6.7,7.7,70.6,3.9,15.4,2.5,0
237,144,2,3/12/2021 22:13,3/12/2021 22:37,1,3.91,1,18.5,0.5,0.5,2.7,0,0.3,25,2.5,0.121076233,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
239,142,2,3/12/2021 20:00,3/12/2021 20:04,1,1.08,1,5.5,0.5,0.5,2,0,0.3,11.3,2.5,0.215053763,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
79,230,2,3/12/2021 20:44,3/12/2021 20:54,1,2.2,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,10.7,17.4,12.4,64.9,6.7,13.7,2.3,1
246,230,2,3/12/2021 21:05,3/12/2021 21:11,1,1.37,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
151,141,1,3/12/2021 23:26,3/12/2021 23:36,2,2.5,1,10.5,3,0.5,2.85,0,0.3,17.15,2.5,0.199300699,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
263,79,2,3/12/2021 22:33,3/12/2021 22:53,1,6.01,1,21.5,0.5,0.5,1.26,0,0.3,26.56,2.5,0.049802372,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,10.7,17.4,12.4,64.9,6.7,13.7,2.3,17.3,8.7,10.7,75,2.5,9.4,2.4,0
229,141,2,3/12/2021 20:08,3/12/2021 20:12,1,0.75,1,5,1,0.5,2.79,0,0.3,12.09,2.5,0.3,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,25,5.2,4.9,75.1,1.4,16.2,2.5,1
79,229,2,3/12/2021 23:16,3/12/2021 23:23,1,2.49,1,9,0.5,0.5,3.2,0,0.3,16,2.5,0.25,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,10.7,17.4,12.4,64.9,6.7,13.7,2.3,1
151,236,2,3/12/2021 21:34,3/12/2021 21:41,1,1.49,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
143,142,1,3/12/2021 21:15,3/12/2021 21:20,1,0.7,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5,0.198924731,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,21.1,8.4,10.4,69.4,4.2,13,3,0
236,163,2,3/12/2021 20:02,3/12/2021 20:12,1,2.09,1,9,0.5,0.5,1.5,0,0.3,14.3,2.5,0.1171875,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
45,79,1,3/12/2021 20:17,3/12/2021 20:24,1,0.9,1,6,3,0.5,2.45,0,0.3,12.25,2.5,0.25,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,10.7,17.4,12.4,64.9,6.7,13.7,2.3,21.9,38.8,15.2,18.3,5.3,57.7,3.4,1
79,141,1,3/12/2021 22:15,3/12/2021 22:33,1,4,1,15,3,0.5,3.75,0,0.3,22.55,2.5,0.199468085,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,10.7,17.4,12.4,64.9,6.7,13.7,2.3,0
162,162,1,3/12/2021 21:32,3/12/2021 21:33,1,0.3,1,3.5,3,0.5,1.45,0,0.3,8.75,2.5,0.198630137,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,0
137,79,2,3/12/2021 23:13,3/12/2021 23:16,6,1.11,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,10.7,17.4,12.4,64.9,6.7,13.7,2.3,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
263,161,2,3/12/2021 21:05,3/12/2021 21:12,1,2.24,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5,0.2,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,17.3,8.7,10.7,75,2.5,9.4,2.4,0
142,141,2,3/12/2021 20:52,3/12/2021 20:58,1,1.6,1,7,0.5,0.5,1.08,0,0.3,11.88,2.5,0.1,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,21.1,8.4,10.4,69.4,4.2,13,3,0
141,79,2,3/12/2021 22:36,3/12/2021 22:48,2,2.67,1,10.5,0.5,0.5,1.43,0,0.3,15.73,2.5,0.1,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,10.7,17.4,12.4,64.9,6.7,13.7,2.3,17.5,5.8,10.7,70,3.2,13.5,2.6,0
262,141,1,3/12/2021 23:17,3/12/2021 23:25,1,1.6,1,7.5,3,0.5,1,0,0.3,12.3,2.5,0.088495575,8:00 PM - 11:59 PM,8:00 PM - 11:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,17.3,8.7,10.7,75,2.5,9.4,2.4,0
